Index,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Rented Bike Count,Autumn,Spring,Summer,Winter,Holiday,No Holiday,Func _No,Func _Yes
3629,5,18.0,85,0.8,346,15.4,0.0,0.0,0.0,166,0,1,0,0,1,0,0,1
3630,6,17.8,85,0.6,265,15.2,0.0,0.0,0.0,306,0,1,0,0,1,0,0,1
3631,7,18.0,82,0.7,264,14.8,0.11,0.0,0.0,614,0,1,0,0,1,0,0,1
3632,8,18.8,76,0.6,301,14.4,0.36,0.0,0.0,1067,0,1,0,0,1,0,0,1
3633,9,20.7,67,1.1,464,14.3,1.3,0.0,0.0,1024,0,1,0,0,1,0,0,1
3634,10,22.2,61,1.2,531,14.3,1.72,0.0,0.0,1002,0,1,0,0,1,0,0,1
3635,11,22.7,63,1.1,605,15.2,1.36,0.0,0.0,1117,0,1,0,0,1,0,0,1
3636,12,22.1,67,2.7,462,15.6,0.81,0.0,0.0,1315,0,1,0,0,1,0,0,1
3637,13,23.0,63,3.1,494,15.5,1.92,0.0,0.0,1493,0,1,0,0,1,0,0,1
3638,14,23.0,64,2.8,520,15.8,1.59,0.0,0.0,1536,0,1,0,0,1,0,0,1
3639,15,23.1,61,2.5,556,15.1,1.5,0.0,0.0,1639,0,1,0,0,1,0,0,1
3640,16,22.6,63,3.1,551,15.1,0.88,0.0,0.0,1759,0,1,0,0,1,0,0,1
3641,17,22.0,65,2.4,589,15.1,0.47,0.0,0.0,1898,0,1,0,0,1,0,0,1
3642,18,21.6,67,2.0,584,15.2,0.24,0.0,0.0,2082,0,1,0,0,1,0,0,1
3643,19,21.2,68,1.5,610,15.0,0.16,0.0,0.0,1696,0,1,0,0,1,0,0,1
3644,20,20.6,72,1.3,587,15.3,0.0,0.0,0.0,1656,0,1,0,0,1,0,0,1
3645,21,20.2,74,1.3,554,15.4,0.0,0.0,0.0,1644,0,1,0,0,1,0,0,1
3646,22,19.9,75,0.8,516,15.3,0.0,0.0,0.0,1400,0,1,0,0,1,0,0,1
3647,23,19.8,73,0.9,442,14.8,0.0,0.0,0.0,855,0,1,0,0,1,0,0,1
3648,0,19.7,76,0.5,386,15.3,0.0,0.0,0.0,612,0,1,0,0,0,1,0,1
3649,1,19.6,75,2.1,392,15.0,0.0,0.0,0.0,413,0,1,0,0,0,1,0,1
3650,2,19.0,80,1.6,346,15.4,0.0,0.0,0.0,245,0,1,0,0,0,1,0,1
3651,3,18.5,82,0.8,342,15.3,0.0,0.0,0.0,170,0,1,0,0,0,1,0,1
3652,4,18.4,81,0.4,300,15.0,0.0,0.0,0.0,93,0,1,0,0,0,1,0,1
3653,5,18.4,87,0.8,209,16.1,0.0,0.4,0.0,76,0,1,0,0,0,1,0,1
3654,6,17.9,93,0.9,202,16.7,0.0,0.1,0.0,67,0,1,0,0,0,1,0,1
3655,7,17.6,94,0.5,166,16.6,0.0,1.0,0.0,102,0,1,0,0,0,1,0,1
3656,8,17.5,94,0.9,203,16.5,0.06,0.0,0.0,555,0,1,0,0,0,1,0,1
3657,9,17.4,94,0.7,230,16.4,0.16,0.0,0.0,609,0,1,0,0,0,1,0,1
3658,10,17.7,88,1.1,322,15.6,0.36,0.0,0.0,486,0,1,0,0,0,1,0,1
3659,11,18.0,85,1.1,411,15.4,0.45,0.0,0.0,206,0,1,0,0,0,1,0,1
3660,12,17.3,95,0.7,155,16.4,0.16,3.5,0.0,63,0,1,0,0,0,1,0,1
3662,14,17.5,94,0.3,436,16.5,0.35,0.0,0.0,376,0,1,0,0,0,1,0,1
3663,15,17.0,90,3.7,216,15.3,0.26,0.0,0.0,143,0,1,0,0,0,1,0,1
3664,16,15.4,95,4.7,378,14.5,0.11,0.5,0.0,400,0,1,0,0,0,1,0,1
3665,17,13.9,94,2.6,303,12.9,0.21,0.0,0.0,813,0,1,0,0,0,1,0,1
3666,18,13.6,89,2.3,638,11.8,0.09,0.0,0.0,518,0,1,0,0,0,1,0,1
3667,19,12.6,93,3.9,831,11.4,0.0,0.0,0.0,131,0,1,0,0,0,1,0,1
3668,20,11.1,91,4.0,716,9.6,0.0,0.5,0.0,123,0,1,0,0,0,1,0,1
3669,21,10.5,94,2.8,1627,9.5,0.0,1.0,0.0,327,0,1,0,0,0,1,0,1
3670,22,10.4,85,3.7,1671,7.9,0.0,0.0,0.0,299,0,1,0,0,0,1,0,1
3671,23,9.5,90,3.6,1017,7.9,0.0,1.0,0.0,294,0,1,0,0,0,1,0,1
3672,0,8.7,86,3.1,2000,6.4,0.0,0.0,0.0,361,0,1,0,0,0,1,0,1
3673,1,7.9,86,2.1,2000,5.6,0.0,0.0,0.0,323,0,1,0,0,0,1,0,1
3674,2,7.3,86,1.7,2000,5.1,0.0,0.0,0.0,251,0,1,0,0,0,1,0,1
3675,3,7.0,86,1.2,2000,4.8,0.0,0.0,0.0,156,0,1,0,0,0,1,0,1
3676,4,7.0,87,1.3,2000,4.9,0.0,0.0,0.0,109,0,1,0,0,0,1,0,1
3677,5,7.0,85,0.8,2000,4.6,0.0,0.0,0.0,163,0,1,0,0,0,1,0,1
3678,6,7.9,86,2.0,1070,5.6,0.01,0.0,0.0,469,0,1,0,0,0,1,0,1
3679,7,8.4,83,1.4,1400,5.6,0.31,0.0,0.0,1160,0,1,0,0,0,1,0,1
3680,8,10.5,67,2.3,1221,4.6,0.98,0.0,0.0,1946,0,1,0,0,0,1,0,1
3681,9,12.8,52,3.9,1614,3.1,1.65,0.0,0.0,1061,0,1,0,0,0,1,0,1
3682,10,13.8,47,4.8,1561,2.6,1.64,0.0,0.0,762,0,1,0,0,0,1,0,1
3683,11,14.7,45,3.0,1799,2.8,1.68,0.0,0.0,794,0,1,0,0,0,1,0,1
3684,12,14.1,59,3.9,1870,6.1,1.12,0.0,0.0,871,0,1,0,0,0,1,0,1
3685,13,13.4,56,3.7,1693,4.7,0.82,0.1,0.0,516,0,1,0,0,0,1,0,1
3686,14,12.7,75,3.8,1510,8.3,0.88,0.4,0.0,367,0,1,0,0,0,1,0,1
3687,15,12.2,56,4.8,2000,3.6,0.57,0.5,0.0,590,0,1,0,0,0,1,0,1
3688,16,12.8,53,3.3,2000,3.4,0.76,0.0,0.0,911,0,1,0,0,0,1,0,1
3689,17,13.2,49,4.2,1999,2.7,0.69,0.0,0.0,1421,0,1,0,0,0,1,0,1
3690,18,13.4,49,2.4,1982,2.8,0.6,0.0,0.0,2310,0,1,0,0,0,1,0,1
3691,19,13.3,49,3.6,1919,2.7,0.45,0.0,0.0,1663,0,1,0,0,0,1,0,1
3692,20,12.6,47,3.2,1935,1.5,0.02,0.0,0.0,1401,0,1,0,0,0,1,0,1
3693,21,11.9,48,1.9,1918,1.2,0.0,0.0,0.0,1388,0,1,0,0,0,1,0,1
3694,22,11.2,60,2.3,1684,3.7,0.0,0.0,0.0,1202,0,1,0,0,0,1,0,1
3695,23,10.6,62,2.1,1694,3.6,0.0,0.0,0.0,832,0,1,0,0,0,1,0,1
3696,0,10.0,63,2.1,1653,3.2,0.0,0.0,0.0,624,0,1,0,0,0,1,0,1
3697,1,9.7,63,2.1,1610,2.9,0.0,0.0,0.0,480,0,1,0,0,0,1,0,1
3698,2,9.6,65,1.5,1654,3.3,0.0,0.0,0.0,352,0,1,0,0,0,1,0,1
3699,3,9.6,66,0.9,1685,3.5,0.0,0.0,0.0,224,0,1,0,0,0,1,0,1
3700,4,9.5,66,1.1,1737,3.4,0.0,0.0,0.0,138,0,1,0,0,0,1,0,1
3701,5,9.2,63,0.8,1896,2.5,0.0,0.0,0.0,186,0,1,0,0,0,1,0,1
3702,6,9.0,57,1.7,1903,0.9,0.0,0.0,0.0,521,0,1,0,0,0,1,0,1
3703,7,9.5,55,2.1,1912,0.8,0.32,0.0,0.0,1260,0,1,0,0,0,1,0,1
3704,8,11.3,46,1.2,1788,0.0,1.04,0.0,0.0,2041,0,1,0,0,0,1,0,1
3705,9,14.1,42,1.9,1893,1.3,1.78,0.0,0.0,1155,0,1,0,0,0,1,0,1
3706,10,16.1,37,2.9,1629,1.3,2.4,0.0,0.0,864,0,1,0,0,0,1,0,1
3707,11,17.2,35,3.6,1731,1.5,2.93,0.0,0.0,1021,0,1,0,0,0,1,0,1
3711,15,19.9,26,3.8,1898,-0.1,3.0,0.0,0.0,1323,0,1,0,0,0,1,0,1
3713,17,18.1,30,4.6,1925,0.2,1.86,0.0,0.0,1857,0,1,0,0,0,1,0,1
3715,19,15.5,46,2.6,1782,3.9,0.34,0.0,0.0,1890,0,1,0,0,0,1,0,1
3716,20,14.1,46,3.4,1940,2.6,0.01,0.0,0.0,1389,0,1,0,0,0,1,0,1
3717,21,13.3,47,1.9,1805,2.2,0.0,0.0,0.0,1298,0,1,0,0,0,1,0,1
3718,22,12.7,55,2.0,1775,3.8,0.0,0.0,0.0,1256,0,1,0,0,0,1,0,1
3719,23,12.4,58,2.5,1843,4.3,0.0,0.0,0.0,935,0,1,0,0,0,1,0,1
3720,0,12.2,59,1.2,1718,4.4,0.0,0.0,0.0,796,0,1,0,0,0,1,0,1
3721,1,12.1,54,1.3,1820,3.0,0.0,0.0,0.0,716,0,1,0,0,0,1,0,1
3722,2,12.1,53,1.1,1948,2.7,0.0,0.0,0.0,508,0,1,0,0,0,1,0,1
3723,3,11.6,53,1.1,1904,2.3,0.0,0.0,0.0,392,0,1,0,0,0,1,0,1
3724,4,12.1,51,1.6,1939,2.2,0.0,0.0,0.0,252,0,1,0,0,0,1,0,1
3725,5,12.2,52,2.3,1961,2.6,0.0,0.0,0.0,190,0,1,0,0,0,1,0,1
3726,6,12.3,55,2.1,1972,3.5,0.02,0.0,0.0,247,0,1,0,0,0,1,0,1
3727,7,12.9,55,2.3,1952,4.0,0.29,0.0,0.0,352,0,1,0,0,0,1,0,1
3728,8,14.4,51,2.3,1907,4.3,0.92,0.0,0.0,579,0,1,0,0,0,1,0,1
3729,9,16.1,50,2.6,1628,5.6,1.52,0.0,0.0,759,0,1,0,0,0,1,0,1
3730,10,18.1,46,2.9,1755,6.2,2.17,0.0,0.0,877,0,1,0,0,0,1,0,1
3731,11,20.2,41,3.1,1789,6.5,2.56,0.0,0.0,1024,0,1,0,0,0,1,0,1
3732,12,21.9,35,3.4,1586,5.7,2.74,0.0,0.0,1258,0,1,0,0,0,1,0,1
3733,13,22.7,35,3.4,1794,6.4,2.51,0.0,0.0,1408,0,1,0,0,0,1,0,1
3734,14,23.6,34,3.3,1829,6.8,2.57,0.0,0.0,1669,0,1,0,0,0,1,0,1
3735,15,23.8,29,4.7,1876,4.6,2.72,0.0,0.0,1837,0,1,0,0,0,1,0,1
3736,16,23.2,30,4.5,1787,4.6,1.49,0.0,0.0,1223,0,1,0,0,0,1,0,1
3737,17,23.6,29,3.9,1948,4.5,1.68,0.0,0.0,2014,0,1,0,0,0,1,0,1
3738,18,22.5,31,3.4,1953,4.5,0.79,0.0,0.0,1929,0,1,0,0,0,1,0,1
3739,19,20.7,47,3.5,1952,8.9,0.28,0.0,0.0,1753,0,1,0,0,0,1,0,1
3740,20,19.7,53,2.0,1841,9.8,0.0,0.0,0.0,1562,0,1,0,0,0,1,0,1
3741,21,19.3,57,3.1,1924,10.5,0.0,0.0,0.0,1551,0,1,0,0,0,1,0,1
3742,22,19.1,61,2.7,1830,11.3,0.0,0.0,0.0,1360,0,1,0,0,0,1,0,1
3743,23,19.1,62,3.6,1757,11.6,0.0,0.0,0.0,1097,0,1,0,0,0,1,0,1
3744,0,18.7,64,3.3,1654,11.7,0.0,0.0,0.0,733,0,1,0,0,0,1,0,1
3745,1,18.2,71,1.6,1328,12.8,0.0,0.0,0.0,181,0,1,0,0,0,1,0,1
3746,2,17.3,82,2.1,768,14.1,0.0,0.5,0.0,74,0,1,0,0,0,1,0,1
3747,3,16.2,94,1.7,400,15.2,0.0,1.5,0.0,43,0,1,0,0,0,1,0,1
3748,4,15.8,93,0.4,268,14.6,0.0,1.5,0.0,16,0,1,0,0,0,1,0,1
3749,5,15.4,96,0.3,208,14.7,0.0,2.0,0.0,11,0,1,0,0,0,1,0,1
3750,6,15.1,97,0.3,225,14.6,0.0,3.0,0.0,7,0,1,0,0,0,1,0,1
3751,7,15.1,97,0.5,311,14.6,0.03,2.5,0.0,16,0,1,0,0,0,1,0,1
3752,8,15.2,97,1.0,414,14.7,0.08,2.0,0.0,16,0,1,0,0,0,1,0,1
3753,9,15.4,97,0.8,413,14.9,0.18,1.0,0.0,12,0,1,0,0,0,1,0,1
3754,10,15.4,97,0.6,374,14.9,0.38,1.5,0.0,13,0,1,0,0,0,1,0,1
3755,11,15.5,97,0.8,459,15.0,0.4,3.5,0.0,10,0,1,0,0,0,1,0,1
3756,12,15.7,96,1.1,568,15.0,0.5,3.0,0.0,71,0,1,0,0,0,1,0,1
3757,13,16.4,94,0.9,1947,15.4,0.78,0.0,0.0,211,0,1,0,0,0,1,0,1
3758,14,17.2,85,1.3,2000,14.6,0.94,0.0,0.0,384,0,1,0,0,0,1,0,1
3759,15,17.8,77,1.6,2000,13.7,1.13,0.0,0.0,770,0,1,0,0,0,1,0,1
3760,16,19.5,66,1.7,2000,12.9,1.71,0.0,0.0,1482,0,1,0,0,0,1,0,1
3761,17,20.2,62,1.1,2000,12.6,1.74,0.0,0.0,1737,0,1,0,0,0,1,0,1
3762,18,20.2,66,1.0,2000,13.6,1.1,0.0,0.0,1848,0,1,0,0,0,1,0,1
3763,19,19.0,70,0.7,2000,13.3,0.33,0.0,0.0,1639,0,1,0,0,0,1,0,1
3764,20,17.6,77,1.2,2000,13.5,0.01,0.0,0.0,1526,0,1,0,0,0,1,0,1
3765,21,16.8,79,0.6,2000,13.1,0.0,0.0,0.0,1450,0,1,0,0,0,1,0,1
3766,22,16.4,80,1.2,2000,12.9,0.0,0.0,0.0,1290,0,1,0,0,0,1,0,1
3767,23,15.9,83,0.6,2000,13.0,0.0,0.0,0.0,1016,0,1,0,0,0,1,0,1
3768,0,15.5,85,0.9,2000,12.9,0.0,0.0,0.0,778,0,1,0,0,0,1,0,1
3769,1,15.1,84,0.3,1858,12.4,0.0,0.0,0.0,609,0,1,0,0,0,1,0,1
3770,2,14.8,85,0.4,1831,12.2,0.0,0.0,0.0,404,0,1,0,0,0,1,0,1
3771,3,14.7,82,0.8,1822,11.6,0.0,0.0,0.0,249,0,1,0,0,0,1,0,1
3772,4,14.4,85,0.8,1437,11.9,0.0,0.0,0.0,185,0,1,0,0,0,1,0,1
3773,5,14.2,85,0.5,1412,11.7,0.0,0.0,0.0,170,0,1,0,0,0,1,0,1
3774,6,14.0,87,0.8,1334,11.8,0.01,0.0,0.0,221,0,1,0,0,0,1,0,1
3775,7,14.2,81,0.3,1991,10.9,0.13,0.0,0.0,389,0,1,0,0,0,1,0,1
3776,8,14.8,80,0.3,1921,11.3,0.31,0.0,0.0,600,0,1,0,0,0,1,0,1
3777,9,15.9,72,0.5,1835,10.8,0.67,0.0,0.0,737,0,1,0,0,0,1,0,1
3778,10,17.5,63,0.6,1916,10.3,0.96,0.0,0.0,895,0,1,0,0,0,1,0,1
3779,11,20.2,45,1.1,1894,7.8,2.33,0.0,0.0,1167,0,1,0,0,0,1,0,1
3780,12,22.9,35,0.8,1948,6.6,3.05,0.0,0.0,1414,0,1,0,0,0,1,0,1
3781,13,23.7,44,1.7,1897,10.7,2.35,0.0,0.0,1665,0,1,0,0,0,1,0,1
3782,14,24.1,42,1.2,1770,10.3,1.93,0.0,0.0,1970,0,1,0,0,0,1,0,1
3783,15,24.6,38,2.1,1478,9.3,1.85,0.0,0.0,2191,0,1,0,0,0,1,0,1
3784,16,24.5,38,2.2,1903,9.2,1.1,0.0,0.0,2213,0,1,0,0,0,1,0,1
3785,17,25.5,31,2.3,1974,7.1,1.5,0.0,0.0,2392,0,1,0,0,0,1,0,1
3786,18,25.1,32,2.4,1899,7.2,1.1,0.0,0.0,2268,0,1,0,0,0,1,0,1
3787,19,23.5,48,1.5,1929,11.8,0.4,0.0,0.0,1664,0,1,0,0,0,1,0,1
3788,20,20.9,61,2.7,1523,13.0,0.01,0.0,0.0,1912,0,1,0,0,0,1,0,1
3789,21,19.6,64,1.5,1297,12.5,0.0,0.0,0.0,1717,0,1,0,0,0,1,0,1
3790,22,18.6,69,1.7,1047,12.7,0.0,0.0,0.0,1336,0,1,0,0,0,1,0,1
3791,23,17.5,69,1.5,978,11.7,0.0,0.0,0.0,994,0,1,0,0,0,1,0,1
3792,0,16.4,72,0.8,1046,11.3,0.0,0.0,0.0,712,0,1,0,0,0,1,0,1
3793,1,16.0,64,1.0,1600,9.1,0.0,0.0,0.0,430,0,1,0,0,0,1,0,1
3794,2,15.5,65,1.3,1953,8.9,0.0,0.0,0.0,287,0,1,0,0,0,1,0,1
3795,3,15.6,63,1.7,2000,8.5,0.0,0.0,0.0,194,0,1,0,0,0,1,0,1
3796,4,15.4,63,1.6,2000,8.3,0.0,0.0,0.0,155,0,1,0,0,0,1,0,1
3797,5,15.0,64,1.6,2000,8.2,0.0,0.0,0.0,200,0,1,0,0,0,1,0,1
3798,6,14.8,64,1.5,2000,8.0,0.02,0.0,0.0,555,0,1,0,0,0,1,0,1
3799,7,15.3,60,2.0,2000,7.5,0.35,0.0,0.0,1280,0,1,0,0,0,1,0,1
3800,8,16.9,54,1.7,2000,7.5,1.08,0.0,0.0,1976,0,1,0,0,0,1,0,1
3801,9,18.5,51,1.4,1955,8.1,1.74,0.0,0.0,1128,0,1,0,0,0,1,0,1
3802,10,20.0,48,1.9,2000,8.6,2.46,0.0,0.0,792,0,1,0,0,0,1,0,1
3803,11,21.0,45,1.6,2000,8.6,2.89,0.0,0.0,956,0,1,0,0,0,1,0,1
3804,12,21.5,44,2.1,1986,8.7,3.15,0.0,0.0,1135,0,1,0,0,0,1,0,1
3805,13,21.7,44,2.1,2000,8.9,2.46,0.0,0.0,1117,0,1,0,0,0,1,0,1
3806,14,22.2,42,1.7,2000,8.6,2.29,0.0,0.0,1096,0,1,0,0,0,1,0,1
3807,15,22.4,39,1.9,2000,7.7,2.16,0.0,0.0,1267,0,1,0,0,0,1,0,1
3808,16,22.0,41,1.7,2000,8.1,2.04,0.0,0.0,1457,0,1,0,0,0,1,0,1
3809,17,21.7,38,2.0,2000,6.7,1.17,0.0,0.0,2020,0,1,0,0,0,1,0,1
3810,18,20.7,40,1.4,2000,6.6,1.06,0.0,0.0,2142,0,1,0,0,0,1,0,1
3811,19,17.9,42,2.1,2000,4.7,0.37,0.0,0.0,2241,0,1,0,0,0,1,0,1
3812,20,15.8,47,1.8,2000,4.4,0.01,0.0,0.0,1726,0,1,0,0,0,1,0,1
3813,21,14.5,49,1.9,2000,3.8,0.0,0.0,0.0,1513,0,1,0,0,0,1,0,1
3814,22,13.2,54,2.2,2000,4.0,0.0,0.0,0.0,1283,0,1,0,0,0,1,0,1
3815,23,12.2,57,1.9,2000,3.9,0.0,0.0,0.0,767,0,1,0,0,0,1,0,1
3816,0,11.6,57,1.9,2000,3.3,0.0,0.0,0.0,552,0,1,0,0,0,1,0,1
3817,1,11.3,58,1.3,2000,3.3,0.0,0.0,0.0,34,0,1,0,0,0,1,0,1
3818,2,10.9,59,1.1,2000,3.1,0.0,0.0,0.0,245,0,1,0,0,0,1,0,1
3819,3,10.5,59,1.0,2000,2.8,0.0,0.0,0.0,187,0,1,0,0,0,1,0,1
3820,4,10.0,64,1.5,2000,3.4,0.0,0.0,0.0,114,0,1,0,0,0,1,0,1
3821,5,9.5,65,0.9,2000,3.2,0.0,0.0,0.0,203,0,1,0,0,0,1,0,1
3822,6,9.2,64,1.0,2000,2.7,0.02,0.0,0.0,556,0,1,0,0,0,1,0,1
3823,7,10.0,59,1.1,2000,2.3,0.36,0.0,0.0,1333,0,1,0,0,0,1,0,1
3824,8,12.3,53,1.6,2000,2.9,1.09,0.0,0.0,2068,0,1,0,0,0,1,0,1
3825,9,14.4,46,1.2,1899,2.9,1.77,0.0,0.0,928,0,1,0,0,0,1,0,1
3826,10,16.1,43,1.4,1985,3.5,2.41,0.0,0.0,954,0,1,0,0,0,1,0,1
3827,11,17.6,40,1.4,1955,3.8,2.88,0.0,0.0,1015,0,1,0,0,0,1,0,1
3828,12,18.7,39,1.9,1925,4.4,3.21,0.0,0.0,1242,0,1,0,0,0,1,0,1
3830,14,20.7,36,2.2,1788,5.0,3.1,0.0,0.0,1186,0,1,0,0,0,1,0,1
3831,15,21.2,35,2.9,1733,5.1,2.88,0.0,0.0,1324,0,1,0,0,0,1,0,1
3832,16,21.4,35,2.7,1838,5.2,2.38,0.0,0.0,1603,0,1,0,0,0,1,0,1
3833,17,21.3,34,2.7,1967,4.7,1.82,0.0,0.0,2034,0,1,0,0,0,1,0,1
3835,19,18.8,47,2.8,1988,7.2,0.4,0.0,0.0,2405,0,1,0,0,0,1,0,1
3836,20,17.3,53,1.9,2000,7.6,0.01,0.0,0.0,1979,0,1,0,0,0,1,0,1
3837,21,16.4,56,0.8,2000,7.5,0.0,0.0,0.0,1940,0,1,0,0,0,1,0,1
3838,22,15.9,60,2.6,2000,8.1,0.0,0.0,0.0,1602,0,1,0,0,0,1,0,1
3839,23,15.2,62,1.4,2000,7.9,0.0,0.0,0.0,1073,0,1,0,0,0,1,0,1
3840,0,14.5,63,0.9,2000,7.5,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0
3841,1,13.9,66,1.0,1960,7.6,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0
3842,2,13.1,73,1.9,1895,8.3,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0
3843,3,12.9,74,1.7,1698,8.3,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0
3844,4,12.0,79,0.6,1351,8.4,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0
3845,5,11.5,80,0.9,974,8.1,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0
3846,6,11.4,80,1.0,885,8.0,0.02,0.0,0.0,0,0,1,0,0,0,1,1,0
3847,7,12.1,71,1.6,876,6.9,0.34,0.0,0.0,0,0,1,0,0,0,1,1,0
3848,8,13.5,63,2.2,1211,6.5,1.01,0.0,0.0,0,0,1,0,0,0,1,1,0
3849,9,15.5,55,1.7,1318,6.4,1.76,0.0,0.0,0,0,1,0,0,0,1,1,0
3850,10,17.3,52,2.3,1235,7.3,2.38,0.0,0.0,0,0,1,0,0,0,1,1,0
3851,11,18.3,51,3.1,1015,7.9,2.84,0.0,0.0,0,0,1,0,0,0,1,1,0
3852,12,19.8,49,2.3,1320,8.7,3.17,0.0,0.0,0,0,1,0,0,0,1,1,0
3853,13,20.7,46,2.9,1078,8.6,3.26,0.0,0.0,0,0,1,0,0,0,1,1,0
3854,14,21.2,47,3.7,1142,9.4,3.22,0.0,0.0,0,0,1,0,0,0,1,1,0
3855,15,20.4,51,4.0,946,9.9,2.87,0.0,0.0,0,0,1,0,0,0,1,1,0
3856,16,19.6,54,3.9,1154,10.0,2.41,0.0,0.0,0,0,1,0,0,0,1,1,0
3857,17,19.2,54,3.4,1075,9.6,1.83,0.0,0.0,0,0,1,0,0,0,1,1,0
3858,18,18.0,61,3.5,790,10.3,1.05,0.0,0.0,0,0,1,0,0,0,1,1,0
3859,19,15.5,74,3.6,675,10.8,0.35,0.0,0.0,0,0,1,0,0,0,1,1,0
3860,20,13.6,82,2.1,520,10.5,0.02,0.0,0.0,0,0,1,0,0,0,1,1,0
3861,21,12.6,85,2.4,460,10.1,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0
3862,22,12.3,85,2.3,452,9.8,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0
3863,23,12.4,85,1.1,369,9.9,0.0,0.0,0.0,0,0,1,0,0,0,1,1,0
3864,0,12.5,84,1.5,334,9.8,0.0,0.0,0.0,724,0,1,0,0,0,1,0,1
3865,1,12.4,84,1.8,287,9.7,0.0,0.0,0.0,565,0,1,0,0,0,1,0,1
3866,2,12.1,85,1.4,321,9.6,0.0,0.0,0.0,378,0,1,0,0,0,1,0,1
3867,3,12.0,86,0.9,297,9.7,0.0,0.0,0.0,252,0,1,0,0,0,1,0,1
3868,4,11.9,85,0.7,315,9.4,0.0,0.0,0.0,154,0,1,0,0,0,1,0,1
3869,5,11.9,84,1.5,358,9.2,0.0,0.0,0.0,223,0,1,0,0,0,1,0,1
3870,6,12.0,83,0.4,321,9.1,0.01,0.0,0.0,486,0,1,0,0,0,1,0,1
3871,7,12.4,82,1.0,314,9.4,0.1,0.0,0.0,1156,0,1,0,0,0,1,0,1
3872,8,13.1,78,1.2,330,9.3,0.41,0.0,0.0,1881,0,1,0,0,0,1,0,1
3873,9,14.3,72,0.7,342,9.3,0.84,0.0,0.0,850,0,1,0,0,0,1,0,1
3874,10,16.4,64,2.4,423,9.5,2.05,0.0,0.0,816,0,1,0,0,0,1,0,1
3875,11,18.3,56,1.4,519,9.3,2.53,0.0,0.0,972,0,1,0,0,0,1,0,1
3876,12,20.0,47,1.4,685,8.3,3.08,0.0,0.0,1161,0,1,0,0,0,1,0,1
3877,13,20.8,45,2.8,688,8.4,3.17,0.0,0.0,1177,0,1,0,0,0,1,0,1
3878,14,21.0,47,2.2,606,9.2,2.52,0.0,0.0,1174,0,1,0,0,0,1,0,1
3879,15,19.9,47,3.3,484,8.2,1.83,0.0,0.0,1295,0,1,0,0,0,1,0,1
3880,16,19.1,54,3.2,542,9.5,0.94,0.0,0.0,1496,0,1,0,0,0,1,0,1
3881,17,18.9,45,2.6,1084,6.6,0.8,0.0,0.0,1863,0,1,0,0,0,1,0,1
3883,19,17.1,51,2.5,1223,6.8,0.06,0.0,0.0,1999,0,1,0,0,0,1,0,1
3884,20,16.7,52,0.9,1328,6.7,0.0,0.0,0.0,941,0,1,0,0,0,1,0,1
3885,21,16.4,52,1.5,1273,6.5,0.0,0.0,0.0,1644,0,1,0,0,0,1,0,1
3886,22,16.2,54,1.1,1327,6.8,0.0,0.0,0.0,1556,0,1,0,0,0,1,0,1
3887,23,16.2,50,1.6,1327,5.7,0.0,0.0,0.0,1185,0,1,0,0,0,1,0,1
3888,0,16.1,54,1.3,1052,6.7,0.0,0.0,0.0,862,0,1,0,0,0,1,0,1
3889,1,15.9,51,1.8,866,5.7,0.0,0.0,0.0,669,0,1,0,0,0,1,0,1
3890,2,15.5,62,1.0,730,8.2,0.0,0.0,0.0,416,0,1,0,0,0,1,0,1
3891,3,15.2,63,0.5,700,8.1,0.0,0.0,0.0,358,0,1,0,0,0,1,0,1
3892,4,15.0,61,0.8,867,7.5,0.0,0.0,0.0,207,0,1,0,0,0,1,0,1
3893,5,15.0,61,1.2,903,7.5,0.0,0.0,0.0,70,0,1,0,0,0,1,0,1
3894,6,14.4,71,1.3,560,9.2,0.0,0.4,0.0,37,0,1,0,0,0,1,0,1
3895,7,13.3,81,1.5,525,10.1,0.04,0.1,0.0,43,0,1,0,0,0,1,0,1
3896,8,12.0,87,1.0,296,9.8,0.1,1.0,0.0,20,0,1,0,0,0,1,0,1
3897,9,11.8,95,1.0,168,11.0,0.14,3.0,0.0,16,0,1,0,0,0,1,0,1
3898,10,11.8,96,1.3,221,11.1,0.12,2.5,0.0,6,0,1,0,0,0,1,0,1
3899,11,12.0,96,1.0,184,11.3,0.14,3.5,0.0,18,0,1,0,0,0,1,0,1
3900,12,12.3,97,0.8,238,11.8,0.14,2.0,0.0,11,0,1,0,0,0,1,0,1
3901,13,12.6,97,0.6,327,12.1,0.14,3.0,0.0,19,0,1,0,0,0,1,0,1
3902,14,13.0,97,0.8,211,12.5,0.15,2.0,0.0,22,0,1,0,0,0,1,0,1
3903,15,13.3,97,0.8,194,12.8,0.12,3.0,0.0,17,0,1,0,0,0,1,0,1
